,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.25041961669922,110737200.0,2.0,2.9926690801455464,92.02481164397298,79.59652700959148,62.807127723485955,107.50331647952547,29.73053178324967,83.32303365071614,77.15204156239828,28.6200008392334,53.068206056599315
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,230.55337524414062,6575800.0,2.0,3.4910210193627904,223.10691633852485,192.20908402768606,61.27963117874757,270.4499776614079,46.80613855018443,206.26930592854816,207.2994125366211,28.6200008392334,53.068206056599315
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,90.0621566772461,3301000.0,2.0,-0.3806083423523887,107.99662809323058,85.83022050906433,48.50481921019797,-66.28326383868624,3.142447593063423,95.10702489217122,88.70187288920084,28.6200008392334,53.068206056599315
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477575477,220.721139105626,160.93286327474507,50.92577108114163,24.220608346258853,15.93291987688302,176.4723347981771,155.6141675313314,28.6200008392334,53.068206056599315
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,117.23570251464844,2807800.0,2.0,1.2365988453592536,126.92599568247712,110.14382014393888,52.86542479047923,35.746634593329844,14.45740437284711,116.03196792602539,110.42906087239584,28.6200008392334,53.068206056599315
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,4754600.0,2.0,4.192261923312401,195.07168718044136,169.0393128805938,58.104314301452995,139.95268558042542,29.22574697896621,180.1913335164388,170.94849955240886,28.6200008392334,53.068206056599315
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,41.38494110107422,17129500.0,2.0,0.25926503159051606,43.51270183001232,39.32366749371815,53.160547115248406,19.344022414720282,13.38057637422253,41.36906674702962,39.68572584788004,28.6200008392334,53.068206056599315
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,75.90653991699219,6379400.0,2.0,-0.9946410848072844,88.6762761842372,71.71594030746203,47.82917619885047,-92.38748097733345,9.08624213494915,80.31262664794922,77.85408528645833,28.6200008392334,53.068206056599315
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,113.01000213623047,11930900.0,2.0,-0.9699612124205572,127.25114297566859,106.44485693277869,49.23569227663324,-76.95780232579062,1.5594677137092336,117.63199971516927,111.37916641235351,28.6200008392334,53.068206056599315
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,182.7563018798828,2620100.0,2.0,0.5730907839192128,205.8997747833786,173.34100585626985,50.96276668499198,-35.691893045733636,3.6210869345612773,186.61410369873047,175.49321416219075,28.6200008392334,53.068206056599315
